Time(s)  1ch(mV)
0.377500    0.01
0.378750    0.01
0.380000    0.01
0.381250    0.01
0.382500    0.01
0.383750    0.01
0.385000    0.01
0.386250    0.02
0.387500    0.02
0.388750    0.02
0.390000    0.02
0.391250    0.02
0.392500    0.02
0.393750    0.03
0.395000    0.03
0.396250    0.03
0.397500    0.03
0.398750    0.03
0.400000    0.03
0.401250    0.03
0.402500    0.03
0.403750    0.03
0.405000    0.02
0.406250    0.02
0.407500    0.02
0.408750    0.01
0.410000    0.02
0.411250    0.02
0.412500    0.02
0.413750    0.02
0.415000    0.02
0.416250    0.02
0.417500    0.02
0.418750    0.02
0.420000    0.01
0.421250    0.01
0.422500    0.02
0.423750    0.03
0.425000    0.02
0.426250    0.03
0.427500    0.03
0.428750    0.03
0.430000    0.02
0.431250    0.02
0.432500    0.02
0.433750    0.02
0.435000    0.02
0.436250    0.02
0.437500    0.02
0.438750    0.02
0.440000    0.02
0.441250    0.02
0.442500    0.01
0.443750    0.02
0.445000    0.01
0.446250    0.01
0.447500    0.02
0.448750    0.02
0.450000    0.02
0.451250    0.02
0.452500    0.03
0.453750    0.02
0.455000    0.02
0.456250    0.02
0.457500    0.02
0.458750    0.02
0.460000    0.02
0.461250    0.02
0.462500    0.02
0.463750    0.02
0.465000    0.02
0.466250    0.02
0.467500    0.02
0.468750    0.02
0.470000    0.02
0.471250    0.02
0.472500    0.02
0.473750    0.02
0.475000    0.03
0.476250    0.02
0.477500    0.02
0.478750    0.01
0.480000    0.01
0.481250    0.01
0.482500    0.01
0.483750    0.01
0.485000    0.02
0.486250    0.02
0.487500    0.02
0.488750    0.03
0.490000    0.03
0.491250    0.03
0.492500    0.04
0.493750    0.03
0.495000    0.02
0.496250    0.02
0.497500    0.03
0.498750    0.03
0.500000    0.03
0.501250    0.02
0.502500    0.02
0.503750    0.02
0.505000    0.02
0.506250    0.02
0.507500    0.02
0.508750    0.02
0.510000    0.02
0.511250    0.03
0.512500    0.03
0.513750    0.04
0.515000    0.03
0.516250    0.02
0.517500    0.01
0.518750    0.00
0.520000    0.00
0.521250    0.01
0.522500    0.01
0.523750    0.01
0.525000    0.02
0.526250    0.02
0.527500    0.03
0.528750    0.03
0.530000    0.03
0.531250    0.04
0.532500    0.04
0.533750    0.04
0.535000    0.04
0.536250    0.04
0.537500    0.05
0.538750    0.05
0.540000    0.05
0.541250    0.05
0.542500    0.05
0.543750    0.06
0.545000    0.06
0.546250    0.06
0.547500    0.05
0.548750    0.06
0.550000    0.06
0.551250    0.06
0.552500    0.07
0.553750    0.08
0.555000    0.08
0.556250    0.08
0.557500    0.08
0.558750    0.08
0.560000    0.08
0.561250    0.08
0.562500    0.08
0.563750    0.08
0.565000    0.08
0.566250    0.07
0.567500    0.07
0.568750    0.06
0.570000    0.06
0.571250    0.07
0.572500    0.07
0.573750    0.07
0.575000    0.07
0.576250    0.06
0.577500    0.05
0.578750    0.04
0.580000    0.03
0.581250    0.03
0.582500    0.02
0.583750    0.02
0.585000    0.02
0.586250    0.03
0.587500    0.03
0.588750    0.02
0.590000    0.02
0.591250    0.02
0.592500    0.02
0.593750    0.02
0.595000    0.03
0.596250    0.03
0.597500    0.03
0.598750    0.03
0.600000    0.03
0.601250    0.02
0.602500    0.02
0.603750    0.02
0.605000    0.02
0.606250    0.02
0.607500    0.02
0.608750    0.03
0.610000    0.03
0.611250    0.03
0.612500    0.03
0.613750    0.03
0.615000    0.02
0.616250    0.01
0.617500    0.01
0.618750    0.01
0.620000    0.01
0.621250    0.02
0.622500    0.01
0.623750    0.01
0.625000    0.01
0.626250    0.01
0.627500    0.00
0.628750    0.00
0.630000    0.00
0.631250    0.00
0.632500    0.01
0.633750    0.00
0.635000    0.00
0.636250    0.01
0.637500    0.00
0.638750    0.00
0.640000    0.01
0.641250    0.01
0.642500    0.01
0.643750    0.01
0.645000    0.01
0.646250    0.01
0.647500    0.01
0.648750    0.01
0.650000    0.01
0.651250    0.01
0.652500    0.02
0.653750    0.02
0.655000    0.04
0.656250    0.05
0.657500    0.07
0.658750    0.10
0.660000    0.12
0.661250    0.15
0.662500    0.18
0.663750    0.22
0.665000    0.25
0.666250    0.28
0.667500    0.32
0.668750    0.35
0.670000    0.37
0.671250    0.38
0.672500    0.38
0.673750    0.36
0.675000    0.34
0.676250    0.31
0.677500    0.28
0.678750    0.24
0.680000    0.21
0.681250    0.19
0.682500    0.16
0.683750    0.14
0.685000    0.10
0.686250    0.06
0.687500    0.03
0.688750   -0.01
0.690000   -0.06
0.691250   -0.11
0.692500   -0.14
0.693750   -0.16
0.695000   -0.16
0.696250   -0.17
0.697500   -0.17
0.698750   -0.16
0.700000   -0.16
0.701250   -0.16
0.702500   -0.15
0.703750   -0.14
0.705000   -0.12
0.706250   -0.11
0.707500   -0.10
0.708750   -0.08
0.710000   -0.06
0.711250   -0.05
0.712500   -0.04
0.713750   -0.02
0.715000   -0.02
0.716250   -0.01
0.717500    0.00
0.718750    0.00
0.720000    0.01
0.721250    0.02
0.722500    0.02
0.723750    0.02
0.725000    0.02
0.726250    0.02
0.727500    0.02
0.728750    0.02
0.730000    0.02
0.731250    0.02
0.732500    0.03
0.733750    0.03
0.735000    0.03
0.736250    0.03
0.737500    0.03
0.738750    0.04
0.740000    0.03
0.741250    0.03
0.742500    0.03
0.743750    0.03
0.745000    0.03
0.746250    0.03
0.747500    0.03
0.748750    0.04
0.750000    0.04
0.751250    0.04
0.752500    0.05
0.753750    0.05
0.755000    0.05
0.756250    0.05
0.757500    0.05
0.758750    0.04
0.760000    0.04
0.761250    0.04
0.762500    0.04
0.763750    0.05
0.765000    0.04
0.766250    0.04
0.767500    0.05
0.768750    0.06
0.770000    0.07
0.771250    0.07
0.772500    0.08
0.773750    0.08
0.775000    0.08
0.776250    0.07
0.777500    0.07
0.778750    0.06
0.780000    0.07
0.781250    0.07
0.782500    0.06
0.783750    0.06
0.785000    0.06
0.786250    0.07
0.787500    0.07
0.788750    0.07
0.790000    0.07
0.791250    0.07
0.792500    0.08
0.793750    0.09
0.795000    0.09
0.796250    0.09
0.797500    0.09
0.798750    0.09
0.800000    0.09
0.801250    0.09
0.802500    0.09
0.803750    0.09
0.805000    0.10
0.806250    0.09
0.807500    0.09
0.808750    0.10
0.810000    0.10
0.811250    0.10
0.812500    0.11
0.813750    0.10
0.815000    0.11
0.816250    0.11
0.817500    0.11
0.818750    0.11
0.820000    0.11
0.821250    0.11
0.822500    0.11
0.823750    0.11
0.825000    0.11
0.826250    0.12
0.827500    0.12
0.828750    0.13
0.830000    0.14
0.831250    0.13
0.832500    0.14
0.833750    0.14
0.835000    0.14
0.836250    0.14
0.837500    0.14
0.838750    0.14
0.840000    0.15
0.841250    0.14
0.842500    0.15
0.843750    0.15
0.845000    0.15
0.846250    0.16
0.847500    0.17
0.848750    0.17
0.850000    0.18
0.851250    0.18
0.852500    0.19
0.853750    0.20
0.855000    0.20
0.856250    0.20
0.857500    0.21
0.858750    0.21
0.860000    0.21
0.861250    0.21
0.862500    0.23
0.863750    0.23
0.865000    0.23
0.866250    0.23
0.867500    0.24
0.868750    0.25
0.870000    0.25
0.871250    0.25
0.872500    0.25
0.873750    0.26
0.875000    0.26
0.876250    0.27
0.877500    0.28
0.878750    0.28
0.880000    0.28
0.881250    0.28
0.882500    0.28
0.883750    0.29
0.885000    0.28
0.886250    0.29
0.887500    0.29
0.888750    0.30
0.890000    0.31
0.891250    0.31
0.892500    0.32
0.893750    0.32
0.895000    0.32
0.896250    0.32
0.897500    0.32
0.898750    0.32
0.900000    0.32
0.901250    0.32
0.902500    0.32
0.903750    0.32
0.905000    0.32
0.906250    0.32
0.907500    0.32
0.908750    0.32
0.910000    0.32
0.911250    0.32
0.912500    0.32
0.913750    0.31
0.915000    0.30
0.916250    0.30
0.917500    0.29
0.918750    0.28
0.920000    0.27
0.921250    0.26
0.922500    0.26
0.923750    0.25
0.925000    0.24
0.926250    0.23
0.927500    0.22
0.928750    0.22
0.930000    0.21
0.931250    0.20
0.932500    0.20
0.933750    0.19
0.935000    0.19
0.936250    0.18
0.937500    0.16
0.938750    0.15
0.940000    0.14
0.941250    0.12
0.942500    0.12
0.943750    0.11
0.945000    0.11
0.946250    0.10
0.947500    0.10
0.948750    0.09
0.950000    0.08
0.951250    0.08
0.952500    0.08
0.953750    0.07
0.955000    0.07
0.956250    0.06
0.957500    0.05
0.958750    0.04
0.960000    0.03
0.961250    0.03
0.962500    0.03
0.963750    0.03
0.965000    0.03
0.966250    0.02
0.967500    0.02
0.968750    0.02
0.970000    0.02
0.971250    0.03
0.972500    0.02
0.973750    0.02
0.975000    0.01
0.976250    0.00
0.977500    0.00
0.978750   -0.00
0.980000   -0.01
0.981250   -0.01
0.982500   -0.01
0.983750    0.00
0.985000   -0.00
0.986250   -0.00
0.987500    0.00
0.988750   -0.00
0.990000    0.00
0.991250    0.00
0.992500    0.01
0.993750    0.01
0.995000    0.01
0.996250    0.01
0.997500    0.00
0.998750    0.00
1.000000    0.00
1.001250    0.00
1.002500    0.01
1.003750    0.00
1.005000    0.00
1.006250   -0.01
1.007500   -0.01
1.008750   -0.00
1.010000   -0.00
1.011250   -0.00
1.012500   -0.00
1.013750   -0.01
1.015000   -0.00
1.016250   -0.00
1.017500   -0.01
1.018750   -0.01
1.020000   -0.01
1.021250   -0.00
1.022500   -0.01
1.023750   -0.01
1.025000   -0.01
1.026250   -0.01
1.027500   -0.00
1.028750    0.00
1.030000    0.01
1.031250    0.01
1.032500    0.00
1.033750    0.01
1.035000    0.00
1.036250    0.00
1.037500    0.00
1.038750    0.00
1.040000    0.00
1.041250    0.00
1.042500    0.01
1.043750    0.01
1.045000    0.01
1.046250    0.01
1.047500    0.01
1.048750    0.01
1.050000    0.01
1.051250    0.01
1.052500    0.01
1.053750    0.02
1.055000    0.02
1.056250    0.01
1.057500    0.01
1.058750    0.01
1.060000    0.01
1.061250    0.01
1.062500    0.00
1.063750    0.00
1.065000    0.00
1.066250    0.00
1.067500    0.00
1.068750    0.00
1.070000    0.00
1.071250    0.00
1.072500    0.00
1.073750    0.01
1.075000    0.01
1.076250    0.01
1.077500    0.01
1.078750    0.01
1.080000    0.02
1.081250    0.01
1.082500    0.02
1.083750    0.01
1.085000    0.01
1.086250    0.00
1.087500    0.00
1.088750    0.01
1.090000    0.01
1.091250    0.01
1.092500    0.01
1.093750    0.01
1.095000    0.02
1.096250    0.01
1.097500    0.01
1.098750    0.01
1.100000    0.01
1.101250    0.01
1.102500    0.01
1.103750    0.01
1.105000    0.01
1.106250    0.02
1.107500    0.02
1.108750    0.02
1.110000    0.02
1.111250    0.02
1.112500    0.02
1.113750    0.02
1.115000    0.03
1.116250    0.03
1.117500    0.03
1.118750    0.03
1.120000    0.03
1.121250    0.02
1.122500    0.02
1.123750    0.03
1.125000    0.03
1.126250    0.03
1.127500    0.03
1.128750    0.02
1.130000    0.03
1.131250    0.02
1.132500    0.03
1.133750    0.03
1.135000    0.02
1.136250    0.02
1.137500    0.02
1.138750    0.03
1.140000    0.03
1.141250    0.03
1.142500    0.03
1.143750    0.02
1.145000    0.02
1.146250    0.02
1.147500    0.03
1.148750    0.03
1.150000    0.03
1.151250    0.03
1.152500    0.02
1.153750    0.03
1.155000    0.03
1.156250    0.03
1.157500    0.03
1.158750    0.03
1.160000    0.03
1.161250    0.03
1.162500    0.02
1.163750    0.02
1.165000    0.02
1.166250    0.02
1.167500    0.02
1.168750    0.03
1.170000    0.02
1.171250    0.03
1.172500    0.02
1.173750    0.03
1.175000    0.02
1.176250    0.03
1.177500    0.03
1.178750    0.03
1.180000    0.03
1.181250    0.03
1.182500    0.03
1.183750    0.03
1.185000    0.03
1.186250    0.02
1.187500    0.02
1.188750    0.03
1.190000    0.02
1.191250    0.03
1.192500    0.03
1.193750    0.04
1.195000    0.03
1.196250    0.03
1.197500    0.03
1.198750    0.02
1.200000    0.02
1.201250    0.02
1.202500    0.02
1.203750    0.02
1.205000    0.03
1.206250    0.03
1.207500    0.03
1.208750    0.02
1.210000    0.02
1.211250    0.03
1.212500    0.02
1.213750    0.03
1.215000    0.03
1.216250    0.03
1.217500    0.03
1.218750    0.02
1.220000    0.03
1.221250    0.02
1.222500    0.02
1.223750    0.02
1.225000    0.03
1.226250    0.02
1.227500    0.02
1.228750    0.03
1.230000    0.02
1.231250    0.03
1.232500    0.03
1.233750    0.03
1.235000    0.03
1.236250    0.03
1.237500    0.02
1.238750    0.02
1.240000    0.01
1.241250    0.01
1.242500    0.01
1.243750    0.01
1.245000    0.02
1.246250    0.02
1.247500    0.03
1.248750    0.03
1.250000    0.03
1.251250    0.03
1.252500    0.03
1.253750    0.03
1.255000    0.02
1.256250    0.03
1.257500    0.02
1.258750    0.02
1.260000    0.02
1.261250    0.02
1.262500    0.02
1.263750    0.02
1.265000    0.02
1.266250    0.02
1.267500    0.02
1.268750    0.02
1.270000    0.02
1.271250    0.02
1.272500    0.03
1.273750    0.02
1.275000    0.02
1.276250    0.03
1.277500    0.03
1.278750    0.03
1.280000    0.03
1.281250    0.03
1.282500    0.02
1.283750    0.02
1.285000    0.02
1.286250    0.02
1.287500    0.02
1.288750    0.02
1.290000    0.02
1.291250    0.02
1.292500    0.03
1.293750    0.03
1.295000    0.03
1.296250    0.03
1.297500    0.03
1.298750    0.02
1.300000    0.03
1.301250    0.02
1.302500    0.03
1.303750    0.02
1.305000    0.03
1.306250    0.03
1.307500    0.02
1.308750    0.03
1.310000    0.03
1.311250    0.03
1.312500    0.03
1.313750    0.03
1.315000    0.04
1.316250    0.04
1.317500    0.03
1.318750    0.03
1.320000    0.03
1.321250    0.03
1.322500    0.02
1.323750    0.03
1.325000    0.03
1.326250    0.02
1.327500    0.03
1.328750    0.03
1.330000    0.03
1.331250    0.04
1.332500    0.04
1.333750    0.03
1.335000    0.03
1.336250    0.02
1.337500    0.02
1.338750    0.02
1.340000    0.03
1.341250    0.03
1.342500    0.03
1.343750    0.03
1.345000    0.03
1.346250    0.03
1.347500    0.03
1.348750    0.03
1.350000    0.03
1.351250    0.04
1.352500    0.04
1.353750    0.04
1.355000    0.03
1.356250    0.03
1.357500    0.03
1.358750    0.03
1.360000    0.03
1.361250    0.04
1.362500    0.04
1.363750    0.04
1.365000    0.04
1.366250    0.04
1.367500    0.04
1.368750    0.04
1.370000    0.04
1.371250    0.04
1.372500    0.05
1.373750    0.05
1.375000    0.05
1.376250    0.05
1.377500    0.05
1.378750    0.04
1.380000    0.05
1.381250    0.04
1.382500    0.04
1.383750    0.03
1.385000    0.04
1.386250    0.04
1.387500    0.04
1.388750    0.04
1.390000    0.05
1.391250    0.05
1.392500    0.06
1.393750    0.06
1.395000    0.06
1.396250    0.06
1.397500    0.05
1.398750    0.05
1.400000    0.05
1.401250    0.06
1.402500    0.06
1.403750    0.07
1.405000    0.07
1.406250    0.07
1.407500    0.08
1.408750    0.09
1.410000    0.08
1.411250    0.09
1.412500    0.10
1.413750    0.11
1.415000    0.10
1.416250    0.11
1.417500    0.10
1.418750    0.10
1.420000    0.10
1.421250    0.10
1.422500    0.09
1.423750    0.09
1.425000    0.08
1.426250    0.08
1.427500    0.07
1.428750    0.07
1.430000    0.07
1.431250    0.08
1.432500    0.08
1.433750    0.09
1.435000    0.08
1.436250    0.08
1.437500    0.08
1.438750    0.08
1.440000    0.06
1.441250    0.06
1.442500    0.05
1.443750    0.05
1.445000    0.05
1.446250    0.05
1.447500    0.05
1.448750    0.05
1.450000    0.05
1.451250    0.07
1.452500    0.07
1.453750    0.07
1.455000    0.06
1.456250    0.05
1.457500    0.05
1.458750    0.05
1.460000    0.04
1.461250    0.05
1.462500    0.05
1.463750    0.05
1.465000    0.04
1.466250    0.04
1.467500    0.04
1.468750    0.05
1.470000    0.05
1.471250    0.05
1.472500    0.05
1.473750    0.05
1.475000    0.04
1.476250    0.04
1.477500    0.03
1.478750    0.04
1.480000    0.03
1.481250    0.04
1.482500    0.03
1.483750    0.04
1.485000    0.04
1.486250    0.03
1.487500    0.04
1.488750    0.04
1.490000    0.04
1.491250    0.04
1.492500    0.04
1.493750    0.04
1.495000    0.03
1.496250    0.03
1.497500    0.03
1.498750    0.03
1.500000    0.03
1.501250    0.03
1.502500    0.03
1.503750    0.03
1.505000    0.03
1.506250    0.03
1.507500    0.02
1.508750    0.02
1.510000    0.02
1.511250    0.04
1.512500    0.04
1.513750    0.05
1.515000    0.05
1.516250    0.06
1.517500    0.07
1.518750    0.09
1.520000    0.10
1.521250    0.13
1.522500    0.15
1.523750    0.18
1.525000    0.21
1.526250    0.25
1.527500    0.29
1.528750    0.32
1.530000    0.36
1.531250    0.39
1.532500    0.40
1.533750    0.39
1.535000    0.37
1.536250    0.34
1.537500    0.33
1.538750    0.30
1.540000    0.27
1.541250    0.24
1.542500    0.22
1.543750    0.19
1.545000    0.16
1.546250    0.12
1.547500    0.09
1.548750    0.04
1.550000   -0.01
1.551250   -0.06
1.552500   -0.10
1.553750   -0.12
1.555000   -0.14
1.556250   -0.14
1.557500   -0.14
1.558750   -0.14
1.560000   -0.14
1.561250   -0.13
1.562500   -0.12
1.563750   -0.11
1.565000   -0.11
1.566250   -0.10
1.567500   -0.09
1.568750   -0.07
1.570000   -0.07
1.571250   -0.05
1.572500   -0.03
1.573750   -0.02
1.575000   -0.01
1.576250   -0.00
1.577500    0.00
1.578750    0.02
1.580000    0.03
1.581250    0.04
1.582500    0.05
1.583750    0.05
1.585000    0.05
1.586250    0.04
1.587500    0.05
1.588750    0.04
1.590000    0.05
1.591250    0.05
1.592500    0.06
1.593750    0.06
1.595000    0.06
1.596250    0.06
1.597500    0.06
1.598750    0.05
1.600000    0.05
1.601250    0.05
1.602500    0.05
1.603750    0.06
1.605000    0.06
1.606250    0.06
1.607500    0.06
1.608750    0.06
1.610000    0.05
1.611250    0.05
1.612500    0.06
1.613750    0.07
1.615000    0.07
1.616250    0.07
1.617500    0.07
1.618750    0.07
1.620000    0.07
1.621250    0.07
1.622500    0.07
1.623750    0.06
1.625000    0.07
1.626250    0.07
1.627500    0.07
1.628750    0.07
1.630000    0.07
1.631250    0.08
1.632500    0.08
1.633750    0.08
1.635000    0.08
1.636250    0.08
1.637500    0.08
1.638750    0.08
1.640000    0.09
1.641250    0.08
1.642500    0.09
1.643750    0.09
1.645000    0.09
1.646250    0.09
1.647500    0.09
1.648750    0.08
1.650000    0.09
1.651250    0.09
1.652500    0.09
1.653750    0.09
1.655000    0.09
1.656250    0.09
1.657500    0.10
1.658750    0.10
1.660000    0.09
1.661250    0.10
1.662500    0.10
1.663750    0.11
1.665000    0.11
1.666250    0.11
1.667500    0.11
1.668750    0.11
1.670000    0.11
1.671250    0.11
1.672500    0.12
1.673750    0.12
1.675000    0.13
1.676250    0.12
1.677500    0.13
1.678750    0.13
1.680000    0.13
1.681250    0.13
1.682500    0.13
1.683750    0.13
1.685000    0.13
1.686250    0.14
1.687500    0.14
1.688750    0.14
1.690000    0.14
1.691250    0.15
1.692500    0.16
1.693750    0.17
1.695000    0.17
1.696250    0.16
1.697500    0.17
1.698750    0.16
1.700000    0.17
1.701250    0.17
1.702500    0.18
1.703750    0.19
1.705000    0.19
1.706250    0.18
1.707500    0.18
1.708750    0.19
1.710000    0.20
1.711250    0.20
1.712500    0.21
1.713750    0.21
1.715000    0.22
1.716250    0.23
1.717500    0.23
1.718750    0.23
1.720000    0.23
1.721250    0.24
1.722500    0.24
1.723750    0.25
1.725000    0.24
1.726250    0.25
1.727500    0.25
1.728750    0.27
1.730000    0.28
1.731250    0.28
1.732500    0.29
1.733750    0.30
1.735000    0.30
1.736250    0.30
1.737500    0.30
1.738750    0.30
1.740000    0.31
1.741250    0.32
1.742500    0.31
1.743750    0.32
1.745000    0.32
1.746250    0.32
1.747500    0.32
1.748750    0.33
1.750000    0.34
1.751250    0.35
1.752500    0.36
1.753750    0.35
1.755000    0.35
1.756250    0.35
1.757500    0.36
1.758750    0.36
1.760000    0.36
1.761250    0.36
1.762500    0.36
1.763750    0.35
1.765000    0.35
1.766250    0.35
1.767500    0.35
1.768750    0.35
1.770000    0.36
1.771250    0.35
1.772500    0.35
1.773750    0.34
1.775000    0.33
1.776250    0.33
1.777500    0.33
1.778750    0.33
1.780000    0.32
1.781250    0.32
1.782500    0.29
1.783750    0.27
1.785000    0.26
1.786250    0.25
1.787500    0.25
1.788750    0.24
1.790000    0.24
1.791250    0.23
1.792500    0.22
1.793750    0.22
1.795000    0.21
1.796250    0.20
1.797500    0.19
1.798750    0.17
1.800000    0.17
1.801250    0.16
1.802500    0.16
1.803750    0.15
1.805000    0.14
1.806250    0.13
1.807500    0.12
1.808750    0.12
1.810000    0.12
1.811250    0.12
1.812500    0.11
1.813750    0.11
1.815000    0.10
1.816250    0.09
1.817500    0.09
1.818750    0.08
1.820000    0.07
1.821250    0.07
1.822500    0.06
1.823750    0.06
1.825000    0.05
1.826250    0.05
1.827500    0.05
1.828750    0.04
1.830000    0.04
1.831250    0.04
1.832500    0.05
1.833750    0.05
1.835000    0.04
1.836250    0.04
1.837500    0.03
1.838750    0.03
1.840000    0.04
1.841250    0.03
1.842500    0.03
1.843750    0.03
1.845000    0.04
1.846250    0.04
1.847500    0.03
1.848750    0.03
1.850000    0.04
1.851250    0.04
1.852500    0.04
1.853750    0.04
1.855000    0.04
1.856250    0.03
1.857500    0.03
1.858750    0.02
1.860000    0.02
1.861250    0.01
1.862500    0.01
1.863750    0.01
1.865000    0.01
1.866250    0.01
1.867500    0.02
1.868750    0.01
1.870000    0.01
1.871250    0.01
1.872500    0.02
1.873750    0.03
1.875000    0.02
1.876250    0.02
1.877500    0.02
1.878750    0.01
1.880000    0.01
1.881250    0.01
1.882500    0.01
1.883750    0.02
1.885000    0.01
1.886250    0.01
1.887500    0.01
1.888750    0.01
1.890000    0.01
1.891250    0.01
1.892500    0.01
1.893750    0.01
1.895000    0.01
1.896250    0.02
1.897500    0.01
1.898750    0.01
1.900000    0.01
1.901250    0.00
1.902500    0.00
1.903750    0.00
1.905000    0.00
1.906250    0.00
1.907500    0.00
1.908750    0.01
1.910000    0.01
1.911250    0.02
1.912500    0.02
1.913750    0.01
1.915000    0.01
1.916250    0.01
1.917500    0.01
1.918750    0.01
1.920000    0.01
1.921250    0.01
1.922500    0.01
1.923750    0.01
1.925000    0.02
1.926250    0.02
1.927500    0.02
1.928750    0.03
